name,No,Company.Name,Month,Description,Founded,Lead.Investor,Deal.Size,Prior.Raise,Reason,Interesting,uuid,,,,
carwow,81,carwow,42947,"Provider of a car comparison platform intended to facilitate buying and selling of new cars. The company's car comparison platform helps users to compare offers online and buy directly from dealers that are registered with the platform, thus avoiding the arduous requirement to haggle over price and providing more transparency, enabling consumers to find a car and receive competing offers from dealers.",2010,Vitruvian Partners (Thomas Studd),37.99,27.97,Early / Small,0,20d5dd76-04fa-04df-09a9-fec0b1d417b9,,,,30/07/2017
catchpoint,249,Catchpoint,42704,Provider of a technology platform for Web performance monitoring and analytics. The company provides real-time analytics in the end-to-end performance of internet services. Its web performance and application monitoring tools allow companies to measure the behavior of their services from multiple vantage points to better understand their performance and the factors impacting it.,2008,Sapphire Ventures (Rajeev Dham),22.5,27.27,Previous Investors,0,aa8e41fd-ce3d-f498-4bf1-9a8e2ff6d2e1,,,,29/11/2016
catonetworks,41,Cato Networks,42643,"Developer of network security technologies. The company offers a cloud-based platform that enables organizations to manage multiple hardware and software products and provide security against hacking, data theft and other security problems.",2015,Greylock Partners (Jerry Chen),30,20,Early / Small,0,20320500-af9f-e863-1793-c43a93f3cd8e,,,,29/09/2016
cedexis,22,Cedexis,42400,"Developer of performance monitoring and traffic management platforms for consumer and enterprise web, and web marketing applications. The company provides tools with unparalleled visibility and control over global web and cloud deployments, maximizing customer experience around the world while managing costs.",2009,Ginko Ventures (Dominique Pitteloud),22.77,7.800823,NA,1,e38bbcb9-8bf1-110e-b63b-355c7b9f5133,,,,30/01/2016
certona,174,Certona,42643,"Provider of personalization and revenue optimization services for online and multi-channel retailers. The company provides a platform that personalizes the customer life-cycle from acquisition to engagement, conversion and retention. Its platform delivers targeted and optimized recommendations to each visitor automatically based on individual's real-time behavioral profile and purchase patterns through various channels, including website experience, e-mail, mobile, in-store, call center and social networks.",2004,Primus Capital Funds (Ronald Hess),30,6.98,NA,1,55fd7476-0177-54b3-1c7c-a400f4fef876,,,,29/09/2016
checkr,62,Checkr,42460,"Provider of background check application. The company provides an online software that returns automatically generated background checks that include information on a person's national and county criminal records, driving history and previous addresses.",2014,Y Combinator (Sam Altman),40,9.120001,NA,1,ffe232c5-fcf4-e08e-b43d-c7dd1d5fc32c,,,,30/03/2016
chronext,95,Chronext,43131,Provider of a global platform for buying and selling watches. The company operates an online marketplace for the sale and purchase of luxury timepieces.,2013,Partech Ventures (Olivier Schuepbach),34,17.7,Early / Small,0,ade0bdce-91ad-c330-a376-65d8edf756f3,,,,30/01/2018
cipherhealth,525,CipherHealth,43251,"Developer of patient communication, engagement and care coordination software. The company's healthcare software develops value-based reimbursement models for effective communication with patients, enabling hospitals, health systems and nursing facilities to optimize outcomes and improve operational efficiencies across the care continuum.",2009,JMI Equity (Matthew Emery),37.58,0,NA,1,0b774407-60a7-873f-519d-e2b9ec86f9d3,,,,30/05/2018
circleci,217,Circleci,43131,"Provider of a continuous integration platform intended to offer state-of-the-art automated testing and continuous integration tools. The company's continuous integration platform helps developers to rapidly code, for web and mobile applications, they trust by automating the build, test and deploy process, enabling businesses to detect and fix bugs before they even reach customers.",2011,Top Tier Capital Partners (Garth Timoll),31,25.499994,Business Model,0,de04dc12-be65-5c06-408c-a87f62d3a918,,,,30/01/2018
citymapper,2,Citymapper,42400,"Provider of a route-planning software that uses real-time traffic information. The company provides a mobile transport application enabling A-to-B trip-planning on multiple transportation modes, along with real-time data on weather, alerts and disruptions.",2010,,40,11.06940568,Early / Small,0,9b789853-0bda-0569-5929-85b053ddd147,,,,30/01/2016
clarifai,206,Clarifai,42674,"Provider of image recognition systems. The company provides an image recognition technology to recognize various categories, objects and tags in any image. It's image recognition systems also allows to find similar images in large uncategorized repositories using a combination of semantic and visual similarity.",2013,Menlo Ventures (Matthew Murphy),30,11.25,NA,1,2431cd94-50a9-07c1-5db4-b45d4558041a,,,,30/10/2016
clarifyhealthsolutions,583,Clarify Health Solutions,43373,"Developer of a real-time analytics and care guidance platform designed to empower physicians and care teams to deliver great care. The company's digital platform seamlessly integrates powerful analytics, artificial intelligence, real-time patient navigation and smart workflows to proactively guide patients and their caregivers through personalized care journeys, enabling care providers to deliver higher value healthcare.",2015,Kohlberg Kravis Roberts (NYS: KKR)(Ali Satvat),57,4.93,NA,1,36436a39-2265-1055-111f-fa79bc43aae7,,,,29/09/2018
claroty,42,Claroty,42643,"Provider of an Operational Technology (OT) network protection platform. The company provides visibility into the range of ICS (Industrial Control Systems), SCADA (Supervisory Control and Data Acquisition) and other control system devices, protocols and networks using passive monitoring techniques to examine and analyze OT networks. It employs real-time monitoring, high-fidelity models and advanced analytics to detect anomalies and to rapidly alert organizations to security and process integrity issues.",2014,Bessemer Venture Partners (David Cowan),32,0,Early / Small,0,0a07e1d2-061a-0f91-d9f1-0acc8c61de83,,,,29/09/2016
classy,212,Classy,42704,"Operator of an online fundraising platform for social enterprises. The company offers a fundraising suite that includes crowdfunding, peer-to-peer fundraising, online donations and event management.",2006,JMI Equity (Brian Hersman),30,18,NA,1,7106f6be-e0da-487d-812d-5dc26d7ad12d,,,,29/11/2016
clearcare,153,ClearCare,42613,"Provider of Web and mobile platform for administration of home-care agencies. The company provides a front-end and back-end system for the management of home-care agencies, including scheduling, integrated telephony, two-way caregiver messaging and marketing.",2010,Battery Ventures (Chelsea Stoner),60,17.774996,NA,1,7b0c6ad9-e040-8b5a-5291-3b88f66aa80a,,,,30/08/2016
cloud9technologies,192,Cloud9 Technologies,42674,"Provider of cloud communications services. The company offers voice trading communications services to financial firms and institutional traders and serves 2,000 traders at 350 firms in 21 countries.",2013,J.P. Morgan (Rick Smith),30,0,NA,1,4f156fc5-ff6b-c2f1-b5d5-48b56e529466,,,,30/10/2016
cloudability,112,Cloudability,42551,"Provider of a financial management tool for monitoring and analyzing cloud expenses. The company offers software that aggregates expenditures into accessible and comprehensive reports, helps identify new opportunities to reduce spending and increase cloud efficiency, offers budget alerts and recommendations via SMS and email.",2011,Foundry Group (Jason Mendelson),24,17.02036,NA,1,aa43dff9-0afd-9cce-7db7-034ad8895ac8,,,,29/06/2016
